entity_id,entity_type,timestamp,source_ip,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,hour_of_day,day_of_week,time_since_last_event_sec,ip_changed_flag,device_changed_flag,user_event_count_recent,ip_event_count_recent,entity_type_encoded,auth_method_encoded,resource_accessed_encoded,iso_score,predicted_class,risk_score
use_b758588d,user,2023-07-09 05:23:00,48.255.212.4,main/tags,certificate,170.15029819918152,auth -> read -> exit,Opera/8.19.(Windows NT 10.0; bo-CN) Presto/2.9.174 Version/12.00,normal,5,6,40140.0,0,0,1,0,2,1,689,0.13770482523883426,normal,99.998
edg_105291d3,edge_device,2023-07-21 17:08:00,4.123.103.77,tags,password,134.07227975618952,auth -> read -> exit,FW_v3.0_MAC_c4:10:92:d1:5c:45,normal,17,4,66180.0,0,0,28,0,0,2,984,0.13769188777096625,normal,99.99901
use_8e4c3ab5,user,2023-06-24 23:12:00,27.5.114.61,main/blog/main,token,111.93994150772876,auth -> read -> exit,Opera/9.40.(Windows 98; Win 9x 4.90; ka-GE) Presto/2.9.165 Version/12.00,normal,23,5,145800.0,0,0,0,0,2,3,628,0.13794172371639463,normal,99.99913
use_a7edc8d8,user,2023-01-02 03:09:00,123.213.39.130,app/explore/main,biometric,113.92627422505346,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.36.6 (KHTML, like Gecko) Version/4.0 Safari/533.36.6",normal,3,0,45660.0,0,0,1,0,2,0,117,0.12146685412913322,normal,99.99937
use_d284f54e,user,2023-02-02 12:43:00,98.89.162.53,main/search,biometric,175.7693308333026,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1),normal,12,3,48420.0,0,0,3,0,2,0,675,0.07293756539686269,normal,99.99851
use_43e42caf,user,2023-06-04 14:39:00,86.86.41.38,search,biometric,163.84907064642232,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),normal,14,6,150360.0,0,0,0,0,2,0,796,0.10503129777656345,normal,99.999405
use_687213f9,user,2023-05-16 13:39:00,71.66.242.111,explore/tags,biometric,140.64324073212808,auth -> read -> exit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6206-09-03 10:35:12 Firefox/3.8,normal,13,1,81540.0,0,0,18,0,2,0,522,0.07271127897804486,normal,99.99896
use_479bc637,user,2023-07-23 21:51:00,172.243.83.49,main,biometric,95.94195228676956,auth -> read -> exit,Opera/8.87.(Windows NT 10.0; ky-KG) Presto/2.9.184 Version/10.00,normal,21,6,167340.0,0,0,14,0,2,0,616,0.10530023957147788,normal,99.99879
edg_18e19331,edge_device,2023-06-13 11:17:00,114.43.174.16,tag/main/list,biometric,112.90438453782792,auth -> read -> exit,FW_v2.0_MAC_9c:d6:4f:d4:32:fa,normal,11,1,422400.0,0,0,29,0,0,0,945,0.08434923833151975,brute_force,99.98147
use_a21150f9,user,2023-02-02 17:02:00,148.207.214.156,explore/categories,password,130.83599231254195,auth -> read -> exit,Opera/8.65.(X11; Linux x86_64; ckb-IQ) Presto/2.9.187 Version/12.00,normal,17,3,153120.0,0,0,14,0,2,2,459,0.17361536928870136,normal,99.999344
use_18fdd2b9,user,2023-06-12 20:35:00,125.18.219.50,app/app,biometric,88.13010955275556,auth -> read -> exit,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/38.0.803.0 Safari/531.1",normal,20,0,8880.0,1,0,0,0,2,0,83,0.07659458889925386,normal,99.99522
use_93b7a886,user,2023-02-26 07:56:00,131.110.84.192,wp-content,token,105.481996651463,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sa-IN) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.6.2",normal,7,6,83220.0,0,0,0,0,2,3,1070,0.07567266959119023,normal,99.999275
edg_18e19331,edge_device,2023-02-09 06:47:00,114.43.174.16,tag/blog,password,115.3335159411202,auth -> read -> exit,FW_v2.0_MAC_9c:d6:4f:d4:32:fa,normal,6,3,35580.0,0,0,29,0,0,2,896,0.07733459550811606,normal,99.99892
edg_42c21797,edge_device,2023-06-24 10:39:00,7.87.51.44,main/search,biometric,96.79047264396829,auth -> read -> exit,FW_v4.0_MAC_c2:c2:7d:ff:ac:83,normal,10,5,274080.0,0,0,1,0,0,0,675,0.12024195173286434,normal,99.99852
use_6d39da75,user,2023-03-20 06:58:00,34.237.163.93,category,biometric,86.04340864402205,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),normal,6,0,143940.0,1,0,42,0,2,0,360,0.08326128850901648,normal,99.99831
use_c2baf0e0,user,2023-04-25 16:02:00,38.203.183.182,wp-content/main,password,94.80607777953898,auth -> read -> exit,Opera/9.41.(Windows 98; Win 9x 4.90; ce-RU) Presto/2.9.169 Version/11.00,normal,16,1,152220.0,0,0,16,0,2,2,1114,0.03776698154001845,normal,99.999146
use_479d0cda,user,2023-01-12 11:00:20,128.225.33.9,/login,password,0.0,auth_failed,Opera/9.17.(X11; Linux i686; lo-LA) Presto/2.9.181 Version/11.00,brute_force,11,3,2.0,1,0,29,0,2,2,0,0.16411182376011407,normal,99.99932
use_de3ce88b,user,2023-07-06 21:19:00,158.110.152.194,app/app,certificate,137.252559313189,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),normal,21,3,221040.0,0,0,1,0,2,1,83,0.02146893415224138,normal,99.99889
use_8c32bdb2,user,2023-06-12 15:01:00,214.120.17.126,tag/explore,certificate,155.34204720843798,auth -> read -> exit,Opera/9.17.(Windows NT 6.1; gd-GB) Presto/2.9.162 Version/12.00,normal,15,0,2400.0,0,0,1,0,2,1,921,0.06170866164957811,normal,99.998055
use_a7edc8d8,user,2023-06-15 18:09:00,123.213.39.130,search,password,100.14434716908924,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.36.6 (KHTML, like Gecko) Version/4.0 Safari/533.36.6",normal,18,3,52800.0,0,0,1,0,2,2,796,0.13923955655183368,normal,99.99298
edg_9e2aa4ac,edge_device,2023-02-18 06:35:00,69.56.161.185,tag/tag,password,79.88774676336485,auth -> read -> exit,FW_v2.0_MAC_58:e2:d4:8b:6e:3a,normal,6,5,79020.0,0,0,0,0,0,2,968,0.07247037466741779,brute_force,99.98174
use_980cb95c,user,2023-04-06 10:43:00,81.135.170.42,explore,token,121.4998328136092,auth -> read -> exit,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.873.0 Safari/534.1",normal,10,3,21780.0,1,0,0,0,2,3,447,0.03689262857055775,normal,99.99771
edg_b93b17fb,edge_device,2023-04-02 17:40:00,159.101.235.3,wp-content/posts,token,145.56869068358435,auth -> read -> exit,FW_v4.0_MAC_86:56:47:fa:5e:1e,normal,17,6,33180.0,0,0,0,0,0,3,1119,0.061718018211489256,credential_stuffing,99.96988
use_88ffbd40,user,2023-07-17 08:51:00,177.49.140.22,categories,biometric,91.29190365908777,auth -> read -> exit,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/4597-03-14 19:06:43 Firefox/3.8,normal,8,0,72780.0,1,0,14,0,2,0,263,0.1465513888099199,normal,99.99953
use_f96c9a0a,user,2023-01-25 07:53:00,165.58.94.133,tags/posts,biometric,138.2522326139768,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/58.0.817.0 Safari/533.2",normal,7,2,18900.0,0,0,1,0,2,0,1034,0.128060599396564,normal,99.99864
use_6449cb6f,user,2023-05-31 08:04:00,35.126.15.132,tags,token,111.0622377312902,auth -> read -> exit,Opera/9.50.(Windows CE; pt-BR) Presto/2.9.176 Version/10.00,normal,8,2,79500.0,0,0,29,0,2,3,984,0.09215603862199506,normal,99.99808
edg_3e49fd09,edge_device,2023-01-19 00:44:00,28.208.124.32,app/list/blog,password,124.6149574823477,auth -> read -> exit,FW_v1.0_MAC_86:71:aa:56:27:3a,normal,0,3,63420.0,0,0,1,0,0,2,121,0.11335574435491602,brute_force,99.981674
use_ec170298,user,2023-03-31 22:07:00,78.91.35.222,blog,certificate,69.91419152115692,auth -> read -> exit,Mozilla/5.0 (Android 4.4.4; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,normal,22,4,74880.0,1,0,28,0,2,1,169,0.09820890521107051,normal,99.99846
edg_07388ba4,edge_device,2023-03-03 13:05:00,150.129.245.214,category/blog/blog,token,124.82682612597186,auth -> read -> exit,FW_v4.0_MAC_16:fc:9e:59:fb:13,normal,13,4,114420.0,1,0,15,0,0,3,370,-0.07351213206776597,normal,99.97694
ser_acdabacc,service_account,2023-04-01 18:53:00,220.235.186.181,posts,password,144.1908030186248,auth -> read -> exit,FW_v2.0_MAC_ee:7e:14:29:d6:a1,normal,18,5,215160.0,0,0,2,0,1,2,704,0.14263856171963812,normal,99.99925
use_88ffbd40,user,2023-07-18 07:00:00,87.62.115.190,categories,token,105.0797727719269,auth -> read -> exit,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/4597-03-14 19:06:43 Firefox/3.8,normal,7,1,32760.0,1,0,14,0,2,3,263,0.047579451584279786,normal,99.99889
edg_143a9aff,edge_device,2023-01-11 16:00:46,116.205.38.224,/login,password,0.0,auth_failed,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/37.0.889.0 Safari/534.2",credential_stuffing,16,2,71086.0,1,1,0,19,0,2,0,-0.11196598699594518,impossible_travel,99.91604
use_272c0588,user,2023-01-23 10:00:10,44.141.161.207,/login,password,0.0,auth_failed,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.6.3 (KHTML, like Gecko) Version/5.0 Safari/533.6.3",brute_force,10,0,2.0,1,0,16,0,2,2,0,0.15849153830339224,normal,99.99905
use_d2d33488,user,2023-03-11 16:49:00,212.91.33.182,search/explore,certificate,107.65624107628535,auth -> read -> exit,Mozilla/5.0 (Android 4.2.2; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,normal,16,5,139500.0,0,0,0,0,2,1,825,0.1060638667994695,normal,99.99818
use_a55871e3,user,2023-03-24 22:45:00,203.13.253.202,main,certificate,132.98551207559922,auth -> read -> exit,Opera/8.32.(Windows 98; wal-ET) Presto/2.9.180 Version/11.00,normal,22,4,27960.0,0,0,15,0,2,1,616,0.1551957308019617,normal,99.99944
use_9261549d,user,2023-03-24 00:03:00,58.74.35.164,tag,password,105.54848847193422,auth -> read -> exit,Opera/8.74.(X11; Linux x86_64; mg-MG) Presto/2.9.175 Version/10.00,normal,0,4,20940.0,0,0,2,0,2,2,888,0.08937264624640329,normal,99.998566
use_db87d29c,user,2023-03-30 16:18:00,157.162.52.71,blog,biometric,83.23395833355293,auth -> read -> exit,Opera/9.36.(X11; Linux x86_64; sl-SI) Presto/2.9.172 Version/10.00,normal,16,3,124860.0,0,0,16,0,2,0,169,0.028485743049567414,normal,99.99915
use_ce9e1a11,user,2023-07-09 01:51:00,200.129.235.71,tag,certificate,178.52357110638098,auth -> read -> exit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4496-11-26 08:33:29 Firefox/3.8,normal,1,6,97620.0,1,0,0,0,2,1,888,0.15269997129813068,normal,99.99901
ser_acdabacc,service_account,2023-06-30 16:19:00,220.235.186.181,posts,password,69.30273420571373,auth -> read -> exit,FW_v2.0_MAC_ee:7e:14:29:d6:a1,normal,16,4,144900.0,0,0,2,0,1,2,704,0.038828737133123736,normal,99.86647
use_88ffbd40,user,2023-06-07 06:42:00,177.49.140.22,categories,password,133.264310376269,auth -> read -> exit,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/4597-03-14 19:06:43 Firefox/3.8,normal,6,2,225540.0,0,0,14,0,2,2,263,0.1064168197442606,normal,99.99843
use_dd6ac7b8,user,2023-03-21 04:36:00,8.4.182.250,list/tag/app,certificate,117.64709339146049,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:5.0; gd-GB) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/5.0 Safari/533.40.7",normal,4,1,284340.0,0,0,0,0,2,1,595,0.12235072995811264,normal,99.99889
edg_ad9fb00d,edge_device,2023-04-24 17:43:00,159.36.253.179,blog/app/category,certificate,119.80797742190586,auth -> read -> exit,FW_v4.0_MAC_c4:1c:03:68:9a:6c,normal,17,0,481800.0,1,0,16,0,0,1,173,-0.012380105242493777,credential_stuffing,99.9699
use_5129950d,user,2023-03-12 04:56:00,24.192.42.5,main/blog,certificate,120.6036338874258,auth -> read -> exit,Opera/9.20.(X11; Linux x86_64; lg-UG) Presto/2.9.169 Version/10.00,normal,4,6,157620.0,0,0,0,0,2,1,624,0.09121813110787463,normal,99.99888
use_93b7a886,user,2023-08-02 11:43:00,131.110.84.192,wp-content,biometric,97.21163681857152,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sa-IN) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.6.2",normal,11,2,6600.0,0,0,0,0,2,0,1070,0.11381281868547188,normal,99.999214
use_13eecdc6,user,2023-01-28 15:13:00,221.188.178.102,category/tags/search,certificate,92.5103724277974,auth -> read -> exit,Opera/9.21.(Windows NT 5.0; fa-IR) Presto/2.9.186 Version/12.00,normal,15,5,193680.0,1,0,16,0,2,1,438,0.08731948788983779,normal,99.99915
use_6a5943ce,user,2023-03-19 11:26:00,17.216.250.204,tag/posts/blog,password,81.48438339424084,auth -> read -> exit,Opera/8.15.(Windows NT 11.0; aa-ET) Presto/2.9.166 Version/12.00,normal,11,6,167400.0,0,0,33,0,2,2,952,0.118782741333056,normal,99.9965
use_56ab087a,user,2023-01-05 01:08:00,162.205.42.64,tag/blog/tags,certificate,57.79829302775552,auth -> read -> exit,Mozilla/5.0 (Windows 95; unm-US; rv:1.9.1.20) Gecko/8144-03-07 21:04:19 Firefox/11.0,normal,1,3,12720.0,0,0,2,0,2,1,903,0.026580923715707305,normal,99.99721
use_89456f27,user,2023-01-08 15:00:11,109.98.246.46,/login,password,0.0,auth_failed,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),credential_stuffing,15,6,5.0,0,1,1,19,2,2,0,0.1277520134638615,normal,99.99919
use_50647c59,user,2023-05-01 11:52:00,54.238.46.114,tags,biometric,152.76166234316406,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),normal,11,0,71100.0,0,0,14,0,2,0,984,0.157883792105728,normal,99.999084
use_44945e09,user,2023-07-22 21:33:00,187.189.84.230,posts/app/blog,token,74.62225600403939,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.28.1 (KHTML, like Gecko) Version/4.0.3 Safari/532.28.1",normal,21,5,313140.0,0,0,0,0,2,3,706,0.07396115142255444,normal,99.99826
use_687213f9,user,2023-01-14 02:42:00,71.66.242.111,explore/tags,token,130.84510575618305,auth -> read -> exit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6206-09-03 10:35:12 Firefox/3.8,normal,2,5,211274.0,1,1,18,0,2,3,522,0.12137509023202764,normal,99.99896
use_272c0588,user,2023-05-01 18:07:00,42.93.170.172,explore/wp-content,certificate,164.27428936309002,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.6.3 (KHTML, like Gecko) Version/5.0 Safari/533.6.3",normal,18,0,180120.0,1,0,16,0,2,1,530,0.13811541082444018,normal,99.99898
edg_3e49fd09,edge_device,2023-02-24 04:16:00,28.208.124.32,app/list/blog,certificate,104.1601793470316,auth -> read -> exit,FW_v1.0_MAC_86:71:aa:56:27:3a,normal,4,4,111300.0,0,0,1,0,0,1,121,0.14028787828778744,normal,99.99833
